2.629755624	44.599948	11.652175
3.624890572	44.600096	11.651448
4.640281665	44.599958	11.651388
5.619162289	44.599839	11.651455
6.611495831	44.59975	11.651338
7.625881455	44.599612	11.651267
8.625206768	44.599525	11.651194
9.629510621	44.599482	11.651138
10.633158694	44.599456	11.651123
11.639255777	44.599372	11.651168
12.640084318	44.599323	11.651115
13.646848745	44.599285	11.651109
14.643993067	44.599244	11.651194
15.639519577	44.599207	11.651267
16.641564889	44.599183	11.651374
17.643649212	44.599137	11.651464
18.638355462	44.599096	11.651565
19.644589107	44.599074	11.651632
20.643513065	44.599067	11.651751
21.638480669	44.599041	11.651853
22.643943273	44.599015	11.651943
23.646429106	44.599012	11.652042
24.638159418	44.599018	11.652164
25.638444469	44.599012	11.652318
26.642305927	44.598988	11.652448
27.637137073	44.59897	11.652556
28.639032697	44.598971	11.652672
29.634342905	44.598976	11.652909
30.637215561	44.598948	11.653055
31.638220925	44.598958	11.653212
32.64080181	44.598981	11.653393
33.638860664	44.599009	11.653592
34.637626653	44.599027	11.653823
35.638966861	44.59901	11.654073
36.639444465	44.599015	11.654296
37.63987259	44.599044	11.654524
38.637646235	44.599061	11.654736
39.640863006	44.599059	11.654928
40.639730193	44.599051	11.655079
41.640569255	44.599069	11.655225
42.638095817	44.599071	11.655394
43.648801494	44.599029	11.655539
44.646710295	44.598995	11.655659
45.646776441	44.598974	11.655787
46.644721493	44.598981	11.655948
47.657280294	44.59899	11.656116
48.647455763	44.598988	11.656298
49.649708731	44.598989	11.656478
50.647409616	44.598988	11.656617
51.647298834	44.599003	11.656738
52.647632167	44.599021	11.65685
53.647271698	44.599037	11.656984
54.645927844	44.599022	11.657128
55.644639354	44.599023	11.657242
56.645630343	44.599039	11.657342
57.645928624	44.599067	11.657447
58.648359769	44.599093	11.657586
59.644658258	44.599097	11.657709
60.643672112	44.599072	11.657797
61.64872706	44.599076	11.657869
62.649106643	44.599085	11.65795
63.647450861	44.599058	11.658031
64.652369975	44.599039	11.658116
65.648893308	44.599035	11.658168
66.647520912	44.599042	11.658245
67.649066276	44.599051	11.65835
68.646627422	44.599042	11.658446
69.648172369	44.599018	11.658532
70.647272004	44.599007	11.658583
71.6482894	44.599022	11.658653
72.647623931	44.599046	11.658746
73.648135909	44.59906	11.658852
74.646980596	44.599056	11.65894
75.63880669	44.599076	11.659001
76.643270387	44.599101	11.659084
77.644012835	44.599125	11.659205
78.64373872	44.599132	11.659312
79.64498773	44.599146	11.659377
80.645653146	44.599164	11.659444
81.643728354	44.599146	11.659536
82.646777156	44.599131	11.659579
83.64568252	44.599141	11.659626
84.647185801	44.599173	11.659694
85.639399186	44.599176	11.65978
86.645883248	44.599156	11.659814
87.627389602	44.599168	11.659844
88.625422987	44.599179	11.659897
89.635534393	44.599202	11.659975
90.627428611	44.599198	11.660063
91.6280771	44.599196	11.66012
92.634253142	44.599204	11.660194
