-130.02111105918172	443.941944267162	877.16
-146.4963888307072	524.8711803459039	870.65
-131.13430550353507	531.5503470098488	863.54
-117.88729162015974	524.0919442350938	859.47
-107.97986106826248	537.1163192298358	854.33
-92.61777774109036	545.019999782253	847.79
-82.93298607822199	553.1463192235013	841.6
-78.14624996924275	559.3802081099817	836.72
-75.25194441503142	561.0499997759184	831.98
-65.90111108531083	556.0406247779104	827.09
-60.44645830924501	561.9405553310453	820.21
-56.21631942244244	562.6084719975386	814.06
-51.6522222017011	553.1463192235013	808.56
-47.53340275901747	545.019999782253	802.86
-44.86173609304404	533.1088192314688	796.95
-39.74104165091699	523.0900692354527	790.86
-35.176944430966614	511.84680535116195	785.1
-32.72791665402204	504.388402576407	779.5
-31.948680542816504	491.1413886926362	773.94
-29.054374988605172	479.78680536402874	768.09
-26.16006943439384	469.76805536801254	763.77
-25.826111101246035	458.74743037235515	757.06
-26.49402776754165	445.16645815543654	752.45
-25.826111101246035	428.0232637180109	746.31
-23.15444443527259	413.5517359459656	741.32
-21.15069443638574	401.52923595066704	736.52
-21.262013880504686	388.61618040024183	730.9
-21.81861110268136	362.2334720776101	724.66
-18.701666659441166	345.98083319511346	719.37
-19.81486110379451	328.5036804243423	714.54
-22.37520832485803	308.3548609879932	708.27
-25.492152768098222	286.2022915523618	702.92
-27.495902766985076	260.4874998960257	698.42
-25.60347221221717	232.6576387958928	692.8
-26.16006943439384	207.83340269468343	689.04
-29.388333321752977	182.45256937149514	683.35
-31.280763876520886	158.85284715875804	677.01
-31.058124987492025	137.47951383393666	672.07
-30.167569432958516	120.67027772946116	666.63
-32.17131943184537	104.41763884716231	661.49
-32.39395832087423	85.60465274360219	656.07
-27.71854165601394	69.46333330562004	649.72
-23.933680546478126	56.10499997753252	644.85
-21.595972213652495	41.85611109431827	640.48
-22.37520832485803	23.9336805458849	635.6
-23.377083324301456	5.232013886641476	630.5
-23.15444443527259	-15.0281249940243	624.89
-23.26576388018251	-35.0656249860567	618.7
-23.15444443527259	-50.539027757743234	613.62
-24.824236101802608	-64.00868053014744	608.81
-26.82798610068946	-76.47645830291047	603.94
-28.60909721133842	-91.39326385242033	599.41
-26.939305544808406	-107.4232638460858	594.26
-27.05062498971832	-120.11368050767996	589.0
-28.83173609957631	-131.24562494765402	583.68
-31.948680542816504	-142.934166609607	577.39
-34.84298609781881	-158.40756938129354	572.46
-35.28826387508556	-172.0998610425289	567.55
-32.505277764993174	-181.89597214971394	562.34
-32.95055554225993	-189.9109721464478	557.12
-33.95243054249433	-198.92784714282283	551.94
-30.946805543373078	-207.94472213919786	546.42
-28.83173609957631	-217.40687491323513	541.52
-28.386458322309558	-223.1954860220533	537.76
-29.165694432724116	-231.7670832409638	532.16
-30.167569432958516	-243.4556249029168	526.59
-29.165694432724116	-254.14229156522862	521.41
-26.49402776754165	-263.7157637835826	516.65
-25.26951387906936	-269.39305544808406	510.19
-26.939305544808406	-277.18541655598676	505.65
-29.610972210781846	-287.5381248853485	501.0
-31.16944443240194	-299.3379859916182	495.95
-30.724166654344216	-309.1340970988033	490.7
-32.95055554225993	-315.92458320726263	485.06
-35.733541652352315	-325.16409709246875	480.75
-38.405208318325755	-338.6337498648729	474.44
-39.18444442874032	-350.54493041565706	470.43
-40.742916650360414	-357.78069430158087	465.73
-42.746666650038236	-365.23909707653354	460.03
-40.742916650360414	-375.4804859611831	454.33
-39.07312498462137	-380.26722207055786	449.35
-40.18631942897471	-385.49923595719935	443.78
-43.748541649481666	-393.0689581764687	438.99
-44.08249998262947	-402.64243039482267	433.35
-41.85611109471376	-406.4272915045562	428.18
-43.19194442730499	-409.7668748364298	422.53
-44.41645831577728	-415.6668053897624	418.17
-46.97680553684081	-424.34972205279183	413.82
-46.531527759574054	-434.1458331599769	409.46
-46.30888887054518	-440.49104149077397	402.95
-47.199444425869665	-448.7286803765367	397.82
